run,commodities,paths,obj_exact,mip_GAP,status,time_exact,case_num
6.0,1.0,900.0,21401.602225462997,9.717159355499912e-05,2.0,990.6497054100035,7.0
7.0,1.0,900.0,22877.18700000002,0.0,2.0,1764.3242571353912,7.0
8.0,1.0,900.0,28586.68800000004,0.0,2.0,793.6542749404907,7.0
9.0,1.0,900.0,12301.213999999993,0.0,2.0,855.4357068538666,7.0
10.0,1.0,900.0,12627.609000000017,1.7030021133482078e-06,2.0,940.7457752227784,7.0
11.0,1.0,900.0,21798.183000000037,1.430555604212256e-06,2.0,885.0137481689453,7.0
12.0,1.0,900.0,25394.91000000001,0.0,2.0,825.4294245243073,7.0
13.0,1.0,900.0,23779.04800000004,0.0,2.0,809.5582540035248,7.0
14.0,1.0,900.0,9729.839999999997,0.0,2.0,839.9228200912476,7.0
15.0,1.0,900.0,14075.85792453462,0.0027960893763483,9.0,1801.1423568725586,7.0
16.0,1.0,900.0,21767.498,0.0,2.0,905.8428854942322,7.0
17.0,1.0,900.0,12183.373000000012,0.0,2.0,869.7517685890198,7.0
18.0,1.0,900.0,22598.061000000103,0.0,2.0,821.21142411232,7.0
19.0,1.0,900.0,17940.382000000143,0.0,2.0,854.0356080532074,7.0
20.0,1.0,900.0,16538.9830000001,0.0,2.0,862.1419014930725,7.0
21.0,1.0,900.0,16775.36600000001,0.0,2.0,887.5044810771942,7.0
22.0,1.0,900.0,20538.56100000009,0.0,2.0,848.0624485015869,7.0
23.0,1.0,900.0,14925.796000000057,4.186063160448518e-05,2.0,885.3909256458282,7.0
24.0,1.0,900.0,21288.50599999997,0.0,2.0,876.8366599082947,7.0
25.0,1.0,900.0,22572.068999999978,0.0,2.0,1005.403834104538,7.0
26.0,1.0,900.0,23226.102000000006,0.0025251812389113,9.0,1819.9447357654567,7.0
27.0,1.0,900.0,13543.00800000001,0.0,2.0,866.3282380104065,7.0
28.0,1.0,900.0,26606.101000000228,0.0,2.0,778.1343865394592,7.0
29.0,1.0,900.0,27607.33900000004,0.0,2.0,781.4017548561096,7.0
0.0,10.0,10.0,1202.807994153775,8.664755442475712,9.0,1800.011487007141,8.0
1.0,10.0,10.0,1664.502888501665,5.342582760509948,9.0,1800.0070478916168,8.0
2.0,10.0,10.0,1318.833387156776,8.131689135416238,9.0,1800.0085067749023,8.0
3.0,10.0,10.0,1526.798755642802,6.255853730604046,9.0,1800.027979850769,8.0
4.0,10.0,10.0,1516.5488166129144,6.428089161403258,9.0,1800.012159824371,8.0
5.0,10.0,10.0,1307.7070589779112,8.02762418651773,9.0,1800.0099079608915,8.0
6.0,10.0,10.0,1312.7952040656803,5.145040942000621,9.0,1800.0066883563995,8.0
7.0,10.0,10.0,1509.0521845162152,4.99569721825628,9.0,1800.010099887848,8.0
8.0,10.0,10.0,2060.712470546428,4.239271437134586,9.0,1800.0110259056091,8.0
9.0,10.0,10.0,813.2827868881064,12.0915188428415,9.0,1800.011471271515,8.0
10.0,10.0,10.0,1267.2070002851556,7.140762734164246,9.0,1800.0071766376495,8.0
11.0,10.0,10.0,1321.6246014882315,5.473493978292748,9.0,1800.009866476059,8.0
12.0,10.0,10.0,1322.1077054398006,5.619620601607482,9.0,1800.0091478824615,8.0
13.0,10.0,10.0,1016.5435032454252,7.641616113551066,9.0,1800.009794473648,8.0
14.0,10.0,10.0,1013.6987443373654,7.257737247269413,9.0,1800.0107152462006,8.0
15.0,10.0,10.0,1448.5308459387336,5.364095277385198,9.0,1800.009906053543,8.0
16.0,10.0,10.0,1418.9797505054462,6.561691850024741,9.0,1800.0089061260223,8.0
17.0,10.0,10.0,1072.1476542805697,11.25269362420622,9.0,1800.0115621089935,8.0
18.0,10.0,10.0,1682.1921045277686,7.64242223447317,9.0,1800.006186246872,8.0
19.0,10.0,10.0,1532.105999900006,9.236504331243422,9.0,1800.0074853897097,8.0
20.0,10.0,10.0,1159.309059554093,9.776048665604243,9.0,1800.010276079178,8.0
21.0,10.0,10.0,1156.225654189489,6.734090558992949,9.0,1800.0100309848783,8.0
22.0,10.0,10.0,1526.7838715981025,6.292958028384657,9.0,1800.0105285644531,8.0
23.0,10.0,10.0,1157.5933708830078,5.436147341655141,9.0,1800.0103843212128,8.0
24.0,10.0,10.0,1487.768999919966,6.912827057172546,9.0,1800.0101931095123,8.0
25.0,10.0,10.0,1302.7091365743934,7.224956754551363,9.0,1800.00799202919,8.0
26.0,10.0,10.0,1275.3356608085433,5.962278969673813,9.0,1800.0093531608582,8.0
27.0,10.0,10.0,1311.2351285423365,9.434147619036358,9.0,1800.0099411010742,8.0
28.0,10.0,10.0,1404.4977801032665,6.226172230384966,9.0,1800.0076568126678,8.0
29.0,10.0,10.0,1791.911398094643,6.468731183123319,9.0,1800.0113639831543,8.0
0.0,15.0,15.0,713.5484140708018,63.96232433706539,9.0,1800.0100111961365,9.0
1.0,15.0,15.0,607.1026889625873,83.14878044066185,9.0,1800.0134024620056,9.0
2.0,15.0,15.0,403.75829214731056,113.0355319427377,9.0,1800.0178380012512,9.0
3.0,15.0,15.0,697.8188707073436,57.49537602224164,9.0,1800.0176289081571,9.0
4.0,15.0,15.0,705.3279998697699,61.1864717444701,9.0,1800.010647535324,9.0
5.0,15.0,15.0,822.0722431498689,52.674079411318026,9.0,1800.009571313858,9.0
6.0,15.0,15.0,752.1499998600044,66.91882622181818,9.0,1800.0147471427915,9.0
7.0,15.0,15.0,632.2957523738708,71.90524585125478,9.0,1800.010671377182,9.0
8.0,15.0,15.0,848.5079998499214,49.41821606288306,9.0,1800.0114040374756,9.0
9.0,15.0,15.0,1294.1334822355163,30.34066382869466,9.0,1800.0113716125488,9.0
10.0,15.0,15.0,1311.5188487656785,31.12400681756226,9.0,1800.020670890808,9.0
11.0,15.0,15.0,843.6409998799405,52.42885826235422,9.0,1800.010321378708,9.0
12.0,15.0,15.0,302.86499985000046,122.66866384361072,9.0,1800.0140972137451,9.0
13.0,15.0,15.0,906.6755024222932,43.55851534467261,9.0,1800.0216042995453,9.0
14.0,15.0,15.0,94.53882296938244,421.2963596967478,9.0,1800.0205380916595,9.0
15.0,15.0,15.0,587.6779998600022,72.35924087726822,9.0,1800.0178780555725,9.0
16.0,15.0,15.0,325.93428323197725,130.76130461411978,9.0,1800.0160517692566,9.0
17.0,15.0,15.0,733.8673128028256,61.03879225471841,9.0,1800.0106959342957,9.0
18.0,15.0,15.0,104.7885852829712,341.88010247410494,9.0,1800.0163452625277,9.0
19.0,15.0,15.0,462.8390016898572,86.46557127739275,9.0,1800.0167818069458,9.0
20.0,15.0,15.0,1195.2212673437557,46.53890454742209,9.0,1800.0263850688934,9.0
21.0,15.0,15.0,308.3919998600004,144.21086487475677,9.0,1800.010540723801,9.0
22.0,15.0,15.0,520.6799998500417,89.38354047809123,9.0,1800.0123400688171,9.0
23.0,15.0,15.0,495.7289998696257,89.64850110805142,9.0,1800.0124578475952,9.0
24.0,15.0,15.0,815.6415182891483,57.65897810473875,9.0,1800.0156180858612,9.0
25.0,15.0,15.0,562.7159998800037,64.88693268425567,9.0,1800.013373851776,9.0
26.0,15.0,15.0,582.4677778830041,82.0890021723305,9.0,1800.023095369339,9.0
